artid,journal,volume,issue,year,month,pages,cited3,cited2012,aut_num,ack_num,com_num,aut_cluster,ack_cluster,com_cluster,bip_cluster,aut_jaccard,ack_jaccard,com_jaccard,aut_density,ack_density,com_density,bip_density,aut_avgdegree,ack_avgdegree,com_avgdegree,bip_avgdegree,aut_flowhier,ack_flowhier,com_flowhier,aut_numcomp,ack_numcomp,com_numcomp,bip_numcomp

1506,socialforces,87,3,2009,3,1449-1479,0,0,4,0,4,1.0,99,1.0,0.0,0.407142857143,99,0.407142857143,1.66666666667,0.0,1.66666666667,0.0,5.0,0.0,5.0,0.0,0.0,99,0.0,1,0,1,4

1507,socialforces,87,3,2009,3,1489-1497,0,0,4,0,4,1.0,99,1.0,0.0,0.407142857143,99,0.407142857143,1.66666666667,0.0,1.66666666667,0.0,5.0,0.0,5.0,0.0,0.0,99,0.0,1,0,1,4

1508,socialforces,87,3,2009,3,1223-1250,2,5,3,0,3,0.0,99,0.0,0.0,0.555555555556,99,0.555555555556,0.333333333333,0.0,0.333333333333,0.0,0.666666666667,0.0,0.666666666667,0.0,0.0,99,0.0,2,0,2,3

1509,socialforces,87,3,2009,3,1623-1648,2,2,1,5,6,99,0.0,0.388888888889,0.0,99,0.167640692641,0.159809371915,0.0,0.1,0.166666666667,0.6,0.0,0.4,0.833333333333,0.5,99,1.0,1.0,1,3,2,3

1510,socialforces,87,3,2009,3,1591-1621,3,6,3,1,4,0.0,99,0.0,0.0,0.435897435897,99,0.227745819398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,1,4,4

1511,socialforces,87,3,2009,3,1561-1589,9,12,3,0,3,1.0,99,1.0,0.0,0.146809845697,99,0.146809845697,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.166666666667,99,0.166666666667,1,0,1,3

1512,socialforces,87,3,2009,3,1251-1263,3,6,2,2,4,99,99,0.0,0.0,1.0,0.2,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,2,4,4

1513,socialforces,87,3,2009,3,1671-1694,2,2,2,0,2,99,99,99,0.0,0.555555555556,99,0.555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

1514,socialforces,87,3,2009,3,1389-1422,2,2,1,6,7,99,0.0,0.238095238095,0.0,99,0.0684934388577,0.0655393818904,0.0,0.5,0.47619047619,0.833333333333,0.0,2.5,2.85714285714,0.714285714286,99,0.0666666666667,0.3,1,3,3,4

1515,socialforces,87,3,2009,3,1167-1192,2,6,1,6,7,99,0.0,0.0,0.0,99,0.0397413036549,0.0301655652681,0.0,0.0333333333333,0.0238095238095,0.0,0.0,0.166666666667,0.142857142857,0.0,99,1.0,1.0,1,5,6,7

1516,socialforces,87,2,2008,12,983-991,4,4,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

1517,socialforces,87,2,2008,12,993-1014,0,1,2,3,5,99,0.0,0.0,0.0,0.6,0.130952380952,0.179527041586,0.0,0.0,0.05,0.166666666667,0.0,0.0,0.2,0.2,99,99,1.0,2,3,4,4

1518,socialforces,87,2,2008,12,911-936,3,4,1,3,4,99,0.0,0.0,0.25,99,0.0923076923077,0.057264957265,0.0,0.0,0.25,1.0,0.0,0.0,0.75,0.75,99,99,0.333333333333,1,3,2,2

1519,socialforces,87,2,2008,12,767-794,2,2,1,4,5,99,0.0,0.0,0.0,99,0.0440012735502,0.0264007641301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,4,5,5

1520,socialforces,87,2,2008,12,1039-1062,3,4,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

1521,socialforces,87,2,2008,12,887-910,3,4,1,4,5,99,0.0,0.866666666667,0.0,99,0.144127936193,0.108795659331,0.0,0.5,0.75,2.25,0.0,1.5,3.0,1.8,99,0.166666666667,0.466666666667,1,2,1,1

1522,socialforces,87,2,2008,12,713-740,2,6,3,3,6,0.0,0.0,0.0,0.0,0.511111111111,0.155117753623,0.263895751337,0.0,0.0,0.0333333333333,0.111111111111,0.0,0.0,0.166666666667,0.166666666667,99,99,1.0,3,3,5,5

1523,socialforces,87,2,2008,12,795-823,1,2,1,1,2,99,99,99,0.0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

1524,socialforces,87,2,2008,12,1015-1038,7,10,4,0,4,0.0,99,0.0,0.0,0.576923076923,99,0.576923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,4,0,4,4

1525,socialforces,87,2,2008,12,1089-1114,6,7,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

1526,socialforces,87,2,2008,12,825-855,3,10,2,0,2,99,99,99,0.0,0.0666666666667,99,0.0666666666667,1.5,0.0,1.5,0.0,1.5,0.0,1.5,0.0,0.0,99,0.0,1,0,1,2

1527,socialforces,87,2,2008,12,1115-1138,4,5,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

1528,socialforces,87,2,2008,12,857-886,5,8,1,6,7,99,0.0,0.428571428571,0.142857142857,99,0.0472495784363,0.059556471463,0.0,0.3,0.452380952381,1.66666666667,0.0,1.5,2.71428571429,1.42857142857,99,0.111111111111,0.105263157895,1,2,2,4

1529,socialforces,87,2,2008,12,961-982,3,5,1,4,5,99,0.0,0.0,0.0,99,0.0682526920145,0.0817503184212,0.0,0.416666666667,0.25,0.0,0.0,1.25,1.0,0.0,99,0.6,0.6,1,1,2,5

1530,socialforces,87,2,2008,12,623-649,0,0,2,8,10,99,0.1875,0.406666666667,0.133333333333,0.125,0.12801384976,0.123354485651,1.5,0.160714285714,0.311111111111,1.0,1.5,1.125,2.8,1.6,0.0,0.666666666667,0.285714285714,1,3,3,5

1531,socialforces,87,2,2008,12,679-712,2,2,2,2,4,99,99,0.0,0.0,0.0425531914894,0.25,0.128415727993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,2,4,4

1532,socialforces,87,2,2008,12,651-677,4,4,1,4,5,99,0.0,0.0,0.0,99,0.0549473940279,0.0664604999088,0.0,0.166666666667,0.15,0.25,0.0,0.5,0.6,0.2,99,1.0,1.0,1,3,3,4

1533,socialforces,87,1,2008,9,273-297,5,10,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

1534,socialforces,87,1,2008,9,529-560,8,11,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

1535,socialforces,87,1,2008,9,153-183,5,8,2,2,4,99,99,0.0,0.0,0.25,0.046511627907,0.0839902642228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,2,4,4

1536,socialforces,87,1,2008,9,415-443,4,6,3,0,3,0.0,99,0.0,0.0,0.113492063492,99,0.113492063492,2.66666666667,0.0,2.66666666667,0.0,5.33333333333,0.0,5.33333333333,0.0,0.0625,99,0.0625,1,0,1,3

1537,socialforces,87,1,2008,9,211-242,2,4,2,0,2,99,99,99,0.0,0.0833333333333,99,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

1538,socialforces,87,1,2008,9,185-209,5,7,4,1,5,0.0,99,0.0,0.2,0.398787878788,99,0.274742175857,0.0,0.0,0.2,1.0,0.0,0.0,0.8,0.8,99,99,0.5,4,1,3,3

1539,socialforces,87,1,2008,9,33-63,1,5,1,4,5,99,0.0,0.0,0.0,99,0.100711819415,0.106708453656,0.0,0.333333333333,0.25,0.25,0.0,1.0,1.0,0.2,99,0.25,0.4,1,2,2,4

1540,socialforces,87,1,2008,9,473-500,3,4,1,5,6,99,0.0,0.0,0.0,99,0.0652969620554,0.0566377243123,0.0,0.0,0.166666666667,1.0,0.0,0.0,0.833333333333,0.833333333333,99,99,0.0,1,5,5,5

1541,socialforces,87,1,2008,9,325-354,0,1,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

1542,socialforces,87,1,2008,9,121-152,2,5,2,1,3,99,99,0.0,0.0,0.125,99,0.0904882154882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,1,3,3

1543,socialforces,87,1,2008,9,1-31,13,18,1,4,5,99,0.0,0.0,0.0,99,0.0833170727495,0.0835428752286,0.0,0.0,0.1,0.5,0.0,0.0,0.4,0.4,99,99,0.0,1,4,4,4

1544,socialforces,87,1,2008,9,561-590,1,1,1,6,7,99,0.0,0.238095238095,0.142857142857,99,0.133272657463,0.12894433908,0.0,0.133333333333,0.214285714286,0.833333333333,0.0,0.666666666667,1.28571428571,0.714285714286,99,0.5,0.333333333333,1,3,2,4

1545,socialforces,87,1,2008,9,243-271,7,12,3,3,6,0.0,0.0,0.0,0.0,0.308913308913,0.23253968254,0.208337943828,1.66666666667,0.0,0.5,0.555555555556,3.33333333333,0.0,2.5,0.833333333333,0.0,99,0.0,1,3,3,5

1546,socialforces,87,1,2008,9,445-471,8,9,2,4,6,99,1.0,0.722222222222,0.0,0.266666666667,0.180268671863,0.134746250094,0.0,0.833333333333,0.466666666667,0.5,0.0,2.5,2.33333333333,0.666666666667,99,0.5,0.642857142857,2,1,2,4

1547,socialforces,87,1,2008,9,501-527,3,4,2,4,6,99,0.0,0.0,0.0,0.307692307692,0.089214652562,0.0869553689506,0.5,0.0,0.0333333333333,0.0,0.5,0.0,0.166666666667,0.0,1.0,99,1.0,1,4,5,6

1548,socialforces,87,1,2008,9,95-119,3,5,3,0,3,0.0,99,0.0,0.0,0.24537037037,99,0.24537037037,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,99,0.0,2,0,2,3

1549,socialforces,87,1,2008,9,387-414,2,5,3,3,6,0.0,0.0,0.0,0.0,0.298181597032,0.0722732493166,0.115005775958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,3,6,6

1550,socialforces,86,4,2008,6,1481-1511,16,21,3,1,4,0.0,99,0.0,0.0,0.111307594066,99,0.10556843343,0.0,0.0,0.583333333333,2.33333333333,0.0,0.0,1.75,1.75,99,99,0.0,3,1,3,3

1551,socialforces,86,4,2008,6,1561-1589,7,11,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

1552,socialforces,86,4,2008,6,1529-1560,5,11,3,0,3,0.0,99,0.0,0.0,0.4,99,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

1553,socialforces,86,4,2008,6,1455-1479,3,5,2,0,2,99,99,99,0.0,0.0,99,0.0,1.5,0.0,1.5,0.0,1.5,0.0,1.5,0.0,0.0,99,0.0,1,0,1,2

1554,socialforces,86,4,2008,6,1711-1752,3,6,1,3,4,99,0.0,0.0,0.0,99,0.102403343783,0.0738624906048,0.0,0.166666666667,0.166666666667,0.333333333333,0.0,0.333333333333,0.5,0.25,99,1.0,1.0,1,2,2,3

1555,socialforces,86,4,2008,6,1367-1389,1,1,1,3,4,99,0.0,0.0,0.0,99,0.0944444444444,0.0985042735043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,3,4,4

1556,socialforces,86,4,2008,6,1415-1453,11,14,2,2,4,99,99,0.0,0.0,0.125,0.0714285714286,0.0777554961378,1.0,0.0,0.333333333333,0.5,1.0,0.0,1.0,0.5,0.0,99,0.0,1,2,2,3

1557,socialforces,86,4,2008,6,1675-1710,1,1,2,2,4,99,99,0.0,0.0,0.5,0.24,0.246234567901,0.0,2.0,0.333333333333,0.0,0.0,2.0,1.0,0.0,99,0.0,0.0,2,1,3,4

1558,socialforces,86,4,2008,6,1647-1674,6,8,2,3,5,99,0.0,0.0,0.0,0.176470588235,0.127144460478,0.132792030954,0.0,0.166666666667,0.35,1.0,0.0,0.333333333333,1.4,1.2,99,1.0,0.285714285714,2,2,2,3

1559,socialforces,86,4,2008,6,1805-1839,2,6,3,0,3,0.0,99,0.0,0.0,0.175925925926,99,0.175925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

1560,socialforces,86,4,2008,6,1848-1851,0,0,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

1561,socialforces,86,4,2008,6,1621-1646,7,12,4,0,4,0.0,99,0.0,0.0,1.0,99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,4,0,4,4

1562,socialforces,86,4,2008,6,1391-1414,2,3,1,3,4,99,0.0,0.0,0.0,99,0.0791412291412,0.05328029199,0.0,0.166666666667,0.0833333333333,0.0,0.0,0.333333333333,0.25,0.0,99,1.0,1.0,1,2,3,4

1563,socialforces,86,3,2008,3,1245-1272,8,14,2,2,4,99,99,0.0,0.0,0.0869565217391,0.0666666666667,0.0688290775247,0.0,0.0,0.0833333333333,0.25,0.0,0.0,0.25,0.25,99,99,1.0,2,2,3,3

1564,socialforces,86,3,2008,3,1273-1309,1,1,3,0,3,0.0,99,0.0,0.0,0.372549019608,99,0.372549019608,0.333333333333,0.0,0.333333333333,0.0,0.666666666667,0.0,0.666666666667,0.0,1.0,99,1.0,1,0,1,3

1565,socialforces,86,3,2008,3,995-1025,2,2,1,3,4,99,0.0,0.0,0.0,99,0.242328042328,0.155886243386,0.0,0.333333333333,0.166666666667,0.0,0.0,0.666666666667,0.5,0.0,99,0.0,0.0,1,2,3,4

1566,socialforces,86,3,2008,3,1311-1337,6,14,2,2,4,99,99,0.0,0.0,0.148148148148,0.078431372549,0.0686733985437,2.0,0.0,0.416666666667,0.25,2.0,0.0,1.25,0.25,0.0,99,0.2,1,2,2,3

1567,socialforces,86,3,2008,3,911-936,4,8,3,0,3,0.0,99,0.0,0.0,0.208333333333,99,0.208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

1568,socialforces,86,3,2008,3,1105-1137,0,2,3,1,4,0.0,99,0.0,0.0,0.298474945534,99,0.162264730067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,1,4,4

1569,socialforces,86,3,2008,3,1139-1161,5,11,2,0,2,99,99,99,0.0,0.0161290322581,99,0.0161290322581,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,99,0.0,1,0,1,2

1570,socialforces,86,3,2008,3,1027-1054,7,9,1,3,4,99,0.0,0.0,0.0,99,0.0723133102958,0.0546771936628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,3,4,4

1571,socialforces,86,3,2008,3,1344-1347,0,0,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

1572,socialforces,86,1,2007,9,77-111,1,6,3,0,3,0.0,99,0.0,0.0,0.144871526567,99,0.144871526567,1.16666666667,0.0,1.16666666667,0.0,2.33333333333,0.0,2.33333333333,0.0,0.285714285714,99,0.285714285714,1,0,1,3

1573,socialforces,86,1,2007,9,231-255,2,5,3,0,3,0.0,99,0.0,0.0,0.0936819172113,99,0.0936819172113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

1574,socialforces,86,1,2007,9,193-214,3,5,3,7,10,0.0,0.0,0.0,0.0,0.441724941725,0.122680498628,0.134528828922,0.0,0.047619047619,0.0444444444444,0.0952380952381,0.0,0.285714285714,0.4,0.2,99,1.0,1.0,3,5,6,8

1575,socialforces,86,1,2007,9,215-229,4,5,2,3,5,99,0.0,0.0,0.0,0.12,0.187301587302,0.138135507194,0.0,0.0,0.1,0.333333333333,0.0,0.0,0.4,0.4,99,99,0.0,2,3,4,4

1576,socialforces,86,1,2007,9,291-311,0,4,1,1,2,99,99,99,0.0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

1577,socialforces,86,1,2007,9,137-163,11,17,3,4,7,0.0,0.75,0.771428571429,0.380952380952,0.267432770482,0.120191074912,0.1378101429,1.0,1.08333333333,1.04761904762,2.08333333333,2.0,3.25,6.28571428571,3.57142857143,0.166666666667,0.0,0.0454545454545,1,2,2,2

1578,socialforces,86,1,2007,9,1-22,2,4,1,4,5,99,0.0,0.0,0.0,99,0.0859957943291,0.0515974765975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,4,5,5

1579,socialforces,86,1,2007,9,23-46,4,16,3,1,4,0.0,99,0.0,0.0,0.184415584416,99,0.201021493127,0.166666666667,0.0,0.166666666667,0.333333333333,0.333333333333,0.0,0.5,0.25,1.0,99,1.0,2,1,2,3

1580,socialforces,86,1,2007,9,113-136,5,8,1,3,4,99,0.0,0.833333333333,0.25,99,0.0750601250601,0.0848533249696,0.0,0.833333333333,0.833333333333,1.66666666667,0.0,1.66666666667,2.5,1.25,99,0.0,0.0,1,1,1,1

1581,socialforces,85,4,2007,6,1535-1560,1,5,2,4,6,99,0.0,0.0,0.0,0.4,0.0829095829516,0.107547860065,0.0,0.25,0.133333333333,0.125,0.0,0.75,0.666666666667,0.166666666667,99,1.0,1.0,2,3,4,5

1582,socialforces,85,4,2007,6,1693-1712,0,0,1,1,2,99,99,99,0.0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

1583,socialforces,85,4,2007,6,1667-1692,15,38,3,2,5,0.0,99,0.8,0.0,0.311952861953,0.721428571429,0.186149863929,0.666666666667,2.5,0.75,1.0,1.33333333333,2.5,3.0,1.2,0.0,0.0,0.4,2,1,2,2

1584,socialforces,85,4,2007,6,1645-1665,0,1,1,2,3,99,99,0.0,0.0,99,0.0625,0.0208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,2,3,3

1585,socialforces,85,4,2007,6,1713-1734,1,2,2,5,7,99,0.0,0.47619047619,0.357142857143,0.205882352941,0.0696764787145,0.098194055378,1.0,0.05,0.380952380952,1.3,1.0,0.2,2.28571428571,1.85714285714,1.0,1.0,0.1875,1,4,4,4

1586,socialforces,85,4,2007,6,1561-1591,6,12,2,7,9,99,0.380952380952,0.474074074074,0.388888888889,0.133333333333,0.119058388841,0.119796371145,0.0,0.47619047619,0.527777777778,1.28571428571,0.0,2.85714285714,4.22222222222,2.0,99,0.2,0.0526315789474,2,3,2,3

1587,socialforces,85,4,2007,6,1765-1786,0,0,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

1588,socialforces,85,4,2007,6,1787-1806,0,1,2,5,7,99,0.0,0.0,0.0,0.2,0.126179068161,0.113903381922,0.0,0.15,0.0714285714286,0.0,0.0,0.6,0.428571428571,0.0,99,1.0,1.0,2,3,5,7

1589,socialforces,85,4,2007,6,1621-1644,6,14,1,3,4,99,0.0,0.0,0.0,99,0.0474004192872,0.0329033521801,0.0,0.0,0.333333333333,1.33333333333,0.0,0.0,1.0,1.0,99,99,0.25,1,3,2,2

1590,socialforces,85,4,2007,6,1483-1507,3,12,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

1591,socialforces,85,4,2007,6,1509-1534,3,9,2,4,6,99,0.75,0.677777777778,0.152777777778,0.145454545455,0.120521624471,0.131013362996,1.0,0.25,0.633333333333,1.75,1.0,0.75,3.16666666667,2.33333333333,0.0,1.0,0.0526315789474,1,2,1,1

1592,socialforces,85,3,2007,3,1393-1411,0,0,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

1593,socialforces,85,3,2007,3,1079-1104,7,26,1,1,2,99,99,99,0.0,99,99,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

1594,socialforces,85,3,2007,3,1449-1452,0,0,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

1595,socialforces,85,3,2007,3,1255-1280,5,24,2,4,6,99,0.0,0.388888888889,0.0,0.307692307692,0.195974479209,0.194147461292,0.0,0.5,0.266666666667,0.25,0.0,1.5,1.33333333333,0.333333333333,99,0.333333333333,0.125,2,1,2,4

1596,socialforces,85,3,2007,3,1437-1444,0,0,3,0,3,0.0,99,0.0,0.0,0.353535353535,99,0.353535353535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

1597,socialforces,85,3,2007,3,1227-1253,5,15,2,3,5,99,1.0,0.9,0.733333333333,0.833333333333,1.0,0.733333333333,1.0,1.0,0.9,1.66666666667,1.0,2.0,3.6,2.0,0.0,0.0,0.0,1,1,1,1

1598,socialforces,85,3,2007,3,1319-1339,2,4,2,1,3,99,99,0.0,0.0,1.0,99,0.368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,1,3,3

1599,socialforces,85,3,2007,3,1413-1435,4,7,1,6,7,99,0.388888888889,0.580952380952,0.166666666667,99,0.0653306059991,0.0801575520636,0.0,0.2,0.5,2.5,0.0,1.0,3.0,2.14285714286,99,0.333333333333,0.190476190476,1,3,2,2

1600,socialforces,85,3,2007,3,1105-1124,1,6,2,2,4,99,99,0.75,0.5,0.0625,0.0851063829787,0.100800257676,3.5,0.0,2.0,4.25,3.5,0.0,6.0,4.25,0.0,99,0.0,1,2,2,2

1601,socialforces,85,3,2007,3,1341-1367,1,4,2,2,4,99,99,0.0,0.0,0.285714285714,0.185185185185,0.17881769331,0.0,1.0,0.166666666667,0.0,0.0,1.0,0.5,0.0,99,0.0,0.0,2,1,3,4

1602,socialforces,85,3,2007,3,1281-1301,9,25,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

1603,socialforces,85,3,2007,3,1195-1225,3,5,1,5,6,99,0.0,0.0,0.0,99,0.117011767926,0.0842750085579,0.0,0.0,0.1,0.6,0.0,0.0,0.5,0.5,99,99,1.0,1,5,4,4

1604,socialforces,85,3,2007,3,1303-1317,0,0,2,3,5,99,0.0,0.0,0.0,0.3,0.156754385965,0.162979930888,0.0,0.166666666667,0.1,0.166666666667,0.0,0.333333333333,0.4,0.2,99,1.0,1.0,2,2,3,4

1605,socialforces,85,3,2007,3,1063-1078,0,0,1,1,2,99,99,99,0.0,99,99,0.051724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

1606,socialforces,85,2,2006,12,965-991,2,4,2,5,7,99,0.666666666667,0.642857142857,0.571428571429,0.131578947368,0.168409897748,0.161267641103,0.0,1.25,1.21428571429,2.6,0.0,5.0,7.28571428571,3.71428571429,99,0.0,0.0,2,2,3,3

1607,socialforces,85,2,2006,12,643-666,5,13,3,0,3,1.0,99,1.0,0.0,0.0867825867826,99,0.0867825867826,1.16666666667,0.0,1.16666666667,0.0,2.33333333333,0.0,2.33333333333,0.0,0.0,99,0.0,1,0,1,3

1608,socialforces,85,2,2006,12,915-941,0,3,1,3,4,99,0.0,0.0,0.0,99,0.0494320407364,0.037252182374,0.0,0.166666666667,0.0833333333333,0.0,0.0,0.333333333333,0.25,0.0,99,1.0,1.0,1,2,3,4

1609,socialforces,85,2,2006,12,797-834,9,23,1,9,10,99,0.333333333333,0.406666666667,0.0,99,0.0462745730902,0.0512356758009,0.0,0.0833333333333,0.111111111111,0.444444444444,0.0,0.666666666667,1.0,0.4,99,1.0,0.8,1,5,5,7

1610,socialforces,85,2,2006,12,697-721,4,12,1,1,2,99,99,99,0.0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

1611,socialforces,85,2,2006,12,723-741,0,3,1,1,2,99,99,99,0.0,99,99,0.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

1612,socialforces,85,2,2006,12,631-642,2,2,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

1613,socialforces,85,2,2006,12,743-770,0,7,1,4,5,99,0.0,0.0,0.0,99,0.0597744870672,0.0409017292774,0.0,0.0833333333333,0.05,0.0,0.0,0.25,0.2,0.0,99,1.0,1.0,1,3,4,5

1614,socialforces,85,2,2006,12,943-964,2,8,2,2,4,99,99,0.0,0.0,0.181818181818,0.0588235294118,0.0912643592791,0.0,0.0,0.166666666667,0.5,0.0,0.0,0.5,0.5,99,99,1.0,2,2,3,3

1615,socialforces,85,2,2006,12,1011-1036,1,6,2,4,6,99,0.75,0.388888888889,0.0,0.571428571429,0.146486224474,0.138144829603,0.0,0.25,0.133333333333,0.125,0.0,0.75,0.666666666667,0.166666666667,99,1.0,1.0,2,2,3,5

1616,socialforces,85,2,2006,12,865-890,10,16,1,6,7,99,0.0,0.238095238095,0.0,99,0.0516484203305,0.0503541802903,0.0,0.133333333333,0.190476190476,0.666666666667,0.0,0.666666666667,1.14285714286,0.571428571429,99,0.5,0.5,1,3,2,4

1617,socialforces,85,1,2006,9,235-262,4,12,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

1618,socialforces,85,1,2006,9,267-288,2,3,3,3,6,1.0,0.0,0.555555555556,0.0,0.216195833843,0.146498483595,0.14785462614,0.666666666667,0.0,0.266666666667,0.444444444444,1.33333333333,0.0,1.33333333333,0.666666666667,0.5,99,0.75,1,3,3,4

1619,socialforces,85,1,2006,9,355-381,3,11,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

1620,socialforces,85,1,2006,9,57-73,3,14,1,5,6,99,0.0,0.0,0.0,99,0.0803582808991,0.0666682236498,0.0,0.4,0.266666666667,0.0,0.0,1.6,1.33333333333,0.0,99,0.125,0.125,1,2,3,6

1621,socialforces,85,1,2006,9,27-49,8,18,1,2,3,99,99,0.0,0.0,99,0.0208333333333,0.00694444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,2,3,3

1622,socialforces,85,1,2006,9,297-322,4,9,2,6,8,99,0.555555555556,0.583333333333,0.0,0.148936170213,0.165769367832,0.158633018479,0.5,0.4,0.482142857143,1.16666666667,0.5,2.0,3.375,1.75,1.0,0.166666666667,0.333333333333,1,3,3,4

1623,socialforces,85,1,2006,9,551-578,9,34,2,3,5,99,0.0,0.666666666667,0.1,0.115384615385,0.100144300144,0.111980040914,1.0,0.166666666667,0.45,1.0,1.0,0.333333333333,1.8,1.2,0.0,1.0,0.222222222222,1,2,2,2

1624,socialforces,85,1,2006,9,151-166,1,3,1,1,2,99,99,99,0.0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

