artid,journal,volume,issue,year,month,pages,cited3,cited2012,aut_num,ack_num,com_num,aut_cluster,ack_cluster,com_cluster,bip_cluster,aut_jaccard,ack_jaccard,com_jaccard,aut_density,ack_density,com_density,bip_density,aut_avgdegree,ack_avgdegree,com_avgdegree,bip_avgdegree,aut_flowhier,ack_flowhier,com_flowhier,aut_numcomp,ack_numcomp,com_numcomp,bip_numcomp

561,amersocirevi,73,4,2008,8,519-542,9,19,3,2,5,1.0,99,0.6,0.0,0.400925925926,0.142857142857,0.235720931116,2.0,0.0,0.6,0.0,4.0,0.0,2.4,0.0,0.0,99,0.0,1,2,3,5

562,amersocirevi,73,4,2008,8,635-667,13,21,3,4,7,0.0,0.0,0.238095238095,0.0,0.18161683278,0.108664840537,0.120556877573,0.0,0.416666666667,0.238095238095,0.416666666667,0.0,1.25,1.42857142857,0.714285714286,99,0.0,0.2,3,2,3,4

563,amersocirevi,73,4,2008,8,589-612,5,13,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

564,amersocirevi,73,4,2008,8,543-568,25,40,3,0,3,0.0,99,0.0,0.0,0.111111111111,99,0.111111111111,0.5,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,99,0.0,2,0,2,3

565,amersocirevi,73,4,2008,8,690-695,4,6,1,3,4,99,0.0,0.0,0.0,99,0.233211233211,0.256576756577,0.0,0.5,0.333333333333,0.333333333333,0.0,1.0,1.0,0.25,99,0.333333333333,0.5,1,1,1,3

566,amersocirevi,72,5,2007,10,659-680,27,52,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

567,amersocirevi,72,5,2007,10,831-849,5,12,4,0,4,0.0,99,0.0,0.0,0.36115942029,99,0.36115942029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,4,0,4,4

568,amersocirevi,72,5,2007,10,766-783,7,11,2,5,7,99,0.0,0.47619047619,0.0,0.387096774194,0.0750973322759,0.106900318191,1.0,0.2,0.285714285714,0.6,1.0,0.8,1.71428571429,0.857142857143,1.0,0.0,0.0,1,4,4,4

569,amersocirevi,72,5,2007,10,784-811,7,20,2,7,9,99,0.0,0.750793650794,0.291005291005,0.136363636364,0.0995518201448,0.123554794613,1.5,0.166666666667,0.527777777778,2.0,1.5,1.0,4.22222222222,3.11111111111,0.0,0.714285714286,0.315789473684,1,2,1,1

570,amersocirevi,72,5,2007,10,725-749,9,22,4,4,8,1.0,0.75,0.875,0.875,0.603448275862,0.505555555556,0.504062818721,1.0,0.5,0.75,1.5,3.0,1.5,5.25,3.0,0.0,0.0,0.0,1,2,2,2

571,amersocirevi,72,5,2007,10,812-830,3,7,3,2,5,0.0,99,0.0,0.0,0.666666666667,0.0983606557377,0.26129079841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,2,5,5

572,amersocirevi,72,5,2007,10,750-765,4,16,2,2,4,99,99,0.0,0.0,0.0740740740741,0.721428571429,0.146678431183,0.0,2.5,0.416666666667,0.0,0.0,2.5,1.25,0.0,99,0.0,0.0,2,1,3,4

573,amersocirevi,72,5,2007,10,705-724,7,21,1,4,5,99,0.0,0.866666666667,0.0,99,0.144127936193,0.108795659331,0.0,0.5,0.75,2.25,0.0,1.5,3.0,1.8,99,0.166666666667,0.466666666667,1,2,1,1

574,amersocirevi,72,3,2007,6,390-415,12,33,1,5,6,99,0.466666666667,0.611111111111,0.333333333333,99,0.0583702713173,0.0795604652997,0.0,0.55,0.566666666667,1.2,0.0,2.2,2.83333333333,1.0,99,0.0909090909091,0.176470588235,1,2,1,3

575,amersocirevi,72,3,2007,6,459-485,8,11,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

576,amersocirevi,72,3,2007,6,416-433,7,18,1,9,10,99,0.596296296296,0.735714285714,0.1,99,0.248406096717,0.26845197289,0.0,0.486111111111,0.555555555556,1.66666666667,0.0,3.88888888889,5.0,1.5,99,0.142857142857,0.16,1,2,2,3

577,amersocirevi,72,3,2007,6,341-364,23,39,1,5,6,99,0.0,0.388888888889,0.0,99,0.055900308593,0.0541510178875,0.0,0.05,0.3,1.6,0.0,0.2,1.5,1.33333333333,99,1.0,1.0,1,4,3,3

578,amersocirevi,72,3,2007,6,365-389,4,8,2,2,4,99,99,0.0,0.0,0.166666666667,0.0833333333333,0.0885668276973,0.0,0.0,0.0833333333333,0.25,0.0,0.0,0.25,0.25,99,99,1.0,2,2,3,3

579,amersocirevi,72,3,2007,6,319-340,7,28,1,5,6,99,0.0,0.0,0.0,99,0.0567523431973,0.052933092936,0.0,0.1,0.0666666666667,0.0,0.0,0.4,0.333333333333,0.0,99,1.0,1.0,1,3,4,6

580,amersocirevi,72,3,2007,6,434-458,0,3,1,7,8,99,0.0,0.0,0.0,99,0.0447333027117,0.037469424622,0.0,0.285714285714,0.232142857143,0.142857142857,0.0,1.71428571429,1.625,0.125,99,0.0,0.0769230769231,1,6,6,7

581,amersocirevi,71,6,2006,12,964-985,9,25,1,10,11,99,0.538095238095,0.501948051948,0.151515151515,99,0.0845723938424,0.0912177827697,0.0,0.411111111111,0.472727272727,1.5,0.0,3.7,4.72727272727,1.36363636364,99,0.27027027027,0.230769230769,1,2,2,7

582,amersocirevi,71,6,2006,12,867-897,18,33,2,9,8,99,0.0,0.5,0.25,0.230769230769,0.165716043135,0.146565738552,1.0,0.0666666666667,0.178571428571,0.333333333333,1.0,0.222222222222,1.25,0.75,0.0,1.0,0.4,1,4,4,5

583,amersocirevi,71,6,2006,12,943-963,12,25,4,2,6,0.75,99,0.5,0.0,0.260509664859,0.0655737704918,0.167680527923,0.75,0.0,0.3,0.0,2.25,0.0,1.5,0.0,0.0,99,0.0,2,2,4,6

584,amersocirevi,71,6,2006,12,986-1013,6,24,1,1,2,99,99,99,0.0,99,99,0.00847457627119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

585,amersocirevi,71,6,2006,12,898-920,9,32,3,2,5,0.0,99,0.0,0.0,0.253795066414,0.0689655172414,0.101672188718,1.33333333333,0.0,0.4,0.0,2.66666666667,0.0,1.6,0.0,0.125,99,0.125,1,2,3,5

586,amersocirevi,71,6,2006,12,1014-1039,11,14,1,3,4,99,0.0,0.0,0.0,99,0.0290423387097,0.0145211693548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,3,4,4

587,amersocirevi,71,6,2006,12,921-942,4,9,1,16,17,99,0.291666666667,0.274509803922,0.0,99,0.0671350229463,0.0663824577059,0.0,0.133333333333,0.117647058824,0.0,0.0,2.0,1.88235294118,0.0,99,0.28125,0.28125,1,5,6,17

588,amersocirevi,71,4,2006,8,589-617,50,167,3,11,14,1.0,0.136363636364,0.440476190476,0.226785714286,0.29347989958,0.0759856086779,0.0872641410358,1.5,0.0636363636364,0.175824175824,0.484848484848,3.0,0.636363636364,2.28571428571,1.14285714286,0.0,1.0,0.3125,1,5,3,6

589,amersocirevi,71,4,2006,8,689-698,0,1,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

590,amersocirevi,71,4,2006,8,639-660,14,68,1,6,7,99,0.0,0.0,0.0,99,0.0419339054528,0.0413934098133,0.0,0.1,0.142857142857,0.5,0.0,0.5,0.857142857143,0.428571428571,99,1.0,0.5,1,3,3,6

591,amersocirevi,71,4,2006,8,565-588,17,45,4,3,7,0.833333333333,0.0,0.428571428571,0.0,0.319078947368,0.0655317446253,0.132543085728,0.833333333333,0.0,0.261904761905,0.0833333333333,2.5,0.0,1.57142857143,0.142857142857,0.5,99,0.545454545455,1,3,3,6

592,amersocirevi,71,4,2006,8,679-688,0,2,1,3,4,99,0.0,0.0,0.0,99,0.0185274863241,0.0325846386844,0.0,0.0,0.0833333333333,0.333333333333,0.0,0.0,0.25,0.25,99,99,1.0,1,3,3,3

593,amersocirevi,71,4,2006,8,661-678,4,15,4,5,9,0.0,0.0,0.0,0.0,0.49343289214,0.12644759834,0.195035019533,0.25,0.0,0.0416666666667,0.0,0.75,0.0,0.333333333333,0.0,0.333333333333,99,0.333333333333,2,5,7,9

594,amersocirevi,71,4,2006,8,618-638,7,15,2,3,5,99,0.0,0.0,0.4,0.272727272727,0.141097151683,0.137474888651,0.0,0.5,0.55,1.33333333333,0.0,1.0,2.2,1.6,99,0.0,0.0,2,2,2,3

595,amersocirevi,71,4,2006,8,515-541,17,76,2,5,7,99,0.0,0.0,0.0,0.133333333333,0.0466447094488,0.0466669517024,1.5,0.05,0.142857142857,0.2,1.5,0.2,0.857142857143,0.285714285714,0.0,1.0,0.5,1,4,3,5

596,amersocirevi,70,6,2005,12,968-991,12,63,3,2,5,1.0,99,0.433333333333,0.0,0.481481481481,0.0238095238095,0.18506794168,1.0,0.0,0.45,0.5,2.0,0.0,1.8,0.6,0.0,99,0.111111111111,1,2,1,3

597,amersocirevi,70,6,2005,12,921-948,14,51,3,6,9,0.0,0.555555555556,0.559259259259,0.148148148148,0.199899981815,0.169189149517,0.173822797227,1.16666666667,0.633333333333,0.638888888889,1.11111111111,2.33333333333,3.16666666667,5.11111111111,2.22222222222,0.0,0.526315789474,0.0869565217391,2,2,3,4

598,amersocirevi,70,6,2005,12,949-967,10,65,2,6,8,99,0.555555555556,0.7375,0.5125,0.296296296296,0.192440433464,0.200814693791,1.0,0.433333333333,0.714285714286,2.08333333333,1.0,2.16666666667,5.0,3.125,0.0,0.153846153846,0.0,1,3,2,2

599,amersocirevi,70,6,2005,12,992-1010,1,3,1,3,4,99,0.0,0.583333333333,0.5,99,0.198944602536,0.295239497035,0.0,0.5,0.583333333333,1.33333333333,0.0,1.0,1.75,1.0,99,0.333333333333,0.142857142857,1,1,1,2

600,amersocirevi,70,6,2005,12,871-897,17,72,3,1,4,0.0,99,0.75,0.0,0.172053872054,99,0.191324824413,0.333333333333,0.0,0.416666666667,1.0,0.666666666667,0.0,1.25,0.75,1.0,99,0.6,2,1,2,2

601,amersocirevi,70,6,2005,12,898-920,27,104,2,3,5,99,0.0,0.9,0.866666666667,0.230769230769,0.200123326286,0.224746917596,4.0,0.666666666667,1.95,4.5,4.0,1.33333333333,7.8,5.4,0.0,0.5,0.0,1,1,1,1

602,amersocirevi,70,1,2005,2,136-157,6,44,2,2,4,99,99,0.0,0.0,0.5,0.0307692307692,0.131518637656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,2,4,4

603,amersocirevi,70,1,2005,2,82-110,6,29,2,3,5,99,0.0,0.0,0.0,0.166666666667,0.0679063778215,0.0849998376562,0.0,0.333333333333,0.15,0.166666666667,0.0,0.666666666667,0.6,0.2,99,1.0,1.0,2,1,2,4

604,amersocirevi,70,1,2005,2,111-135,1,10,1,5,6,99,0.6,0.555555555556,0.0,99,0.0483199150465,0.0564448674172,0.0,0.15,0.2,0.6,0.0,0.6,1.0,0.5,99,1.0,0.666666666667,1,3,3,4

605,amersocirevi,70,1,2005,2,53-81,3,32,1,2,3,99,99,0.0,0.0,99,0.05,0.0166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,2,3,3

606,amersocirevi,70,1,2005,2,4-28,33,157,1,3,4,99,0.0,0.0,0.0,99,0.0683862433862,0.0518070489845,0.0,0.333333333333,0.166666666667,0.0,0.0,0.666666666667,0.5,0.0,99,1.0,1.0,1,1,2,4

607,amersocirevi,70,1,2005,2,158-181,4,24,1,7,8,99,0.309523809524,0.791666666667,0.0,99,0.0901697936069,0.0901955588942,0.0,0.357142857143,0.5,1.85714285714,0.0,2.14285714286,3.5,1.625,99,0.266666666667,0.428571428571,1,1,1,1

608,amersocirevi,70,1,2005,2,29-52,14,81,2,9,11,99,0.0,0.19696969697,0.0,0.5625,0.109887231732,0.120036636514,0.0,0.0555555555556,0.0727272727273,0.222222222222,0.0,0.444444444444,0.727272727273,0.363636363636,99,1.0,1.0,2,5,5,7

609,amersocirevi,67,5,2002,10,689-692,1,3,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

610,amersocirevi,67,5,2002,10,660-688,9,38,1,6,7,99,0.0,0.0,0.0,99,0.0962669525272,0.0772207555646,0.0,0.2,0.142857142857,0.0,0.0,1.0,0.857142857143,0.0,99,0.333333333333,0.333333333333,1,4,5,7

611,amersocirevi,67,5,2002,10,722-746,5,39,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

612,amersocirevi,67,5,2002,10,747-776,15,134,1,3,4,99,0.0,0.0,0.0,99,0.0560451453309,0.0359590806019,0.0,0.0,0.0833333333333,0.333333333333,0.0,0.0,0.25,0.25,99,99,1.0,1,3,3,3

613,amersocirevi,67,5,2002,10,629-659,8,40,1,5,6,99,0.0,0.0,0.0,99,0.0462534063054,0.0343472423239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,5,6,6

614,amersocirevi,67,5,2002,10,696-721,15,80,2,8,6,99,1.0,0.833333333333,0.5,0.0833333333333,0.324652767695,0.250292116095,0.0,2.75,1.46666666667,0.6875,0.0,4.125,7.33333333333,1.83333333333,99,0.0,0.0,2,1,2,2

764,socnetworks,31,4,2009,10,221-229,5,5,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

765,socnetworks,31,4,2009,10,230-239,4,4,3,0,3,1.0,99,1.0,0.0,0.666666666667,99,0.666666666667,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,99,0.0,1,0,1,3

766,socnetworks,31,4,2009,10,240-254,7,12,6,0,6,0.0,99,0.0,0.0,1.0,99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,6,0,6,6

767,socnetworks,31,4,2009,10,255-261,0,0,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

768,socnetworks,31,4,2009,10,262-270,7,7,2,1,3,99,99,0.0,0.0,1.0,99,0.363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,1,3,3

769,socnetworks,31,4,2009,10,271-280,5,5,1,3,4,99,0.0,0.0,0.0,99,0.0532523293005,0.0584443464684,0.0,0.166666666667,0.0833333333333,0.0,0.0,0.333333333333,0.25,0.0,99,1.0,1.0,1,2,3,4

770,socnetworks,31,3,2009,7,165-178,15,16,1,4,5,99,0.0,0.6,0.0,99,0.0890136139922,0.0868803906175,0.0,0.166666666667,0.35,1.25,0.0,0.5,1.4,1.0,99,1.0,0.428571428571,1,2,1,1

771,socnetworks,31,3,2009,7,179-189,2,3,1,4,5,99,0.0,0.6,0.0,99,0.0890136139922,0.0868803906175,0.0,0.166666666667,0.35,1.25,0.0,0.5,1.4,1.0,99,1.0,0.428571428571,1,2,1,1

772,socnetworks,31,3,2009,7,190-203,3,5,3,0,3,0.0,99,0.0,0.0,1.0,99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

773,socnetworks,31,3,2009,7,204-213,7,7,4,4,8,0.0,0.0,0.270833333333,0.25,0.330205108359,0.231340109166,0.275167225593,0.0833333333333,0.25,0.160714285714,0.3125,0.25,0.75,1.125,0.625,1.0,0.333333333333,0.444444444444,3,2,3,5

774,socnetworks,31,3,2009,7,214-219,2,3,1,2,3,99,99,0.0,0.0,99,0.0238095238095,0.00793650793651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,2,3,3

775,socnetworks,31,2,2009,5,105-117,14,18,3,0,3,1.0,99,1.0,0.0,0.361687695021,99,0.361687695021,4.0,0.0,4.0,0.0,8.0,0.0,8.0,0.0,0.0,99,0.0,1,0,1,3

776,socnetworks,31,2,2009,5,118-125,3,4,4,0,4,0.0,99,0.0,0.0,0.325,99,0.325,0.333333333333,0.0,0.333333333333,0.0,1.0,0.0,1.0,0.0,0.0,99,0.0,2,0,2,4

777,socnetworks,31,2,2009,5,126-137,3,6,3,0,3,0.0,99,0.0,0.0,0.466666666667,99,0.466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

778,socnetworks,31,2,2009,5,138-146,24,28,4,0,4,0.0,99,0.0,0.0,0.833333333333,99,0.833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,4,0,4,4

779,socnetworks,31,2,2009,5,147-154,0,0,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

780,socnetworks,31,2,2009,5,155-163,15,29,2,4,6,99,0.0,0.0,0.0,1.0,0.0899521305318,0.135657965223,0.0,0.166666666667,0.0666666666667,0.0,0.0,0.5,0.333333333333,0.0,99,1.0,1.0,2,3,5,6

781,socnetworks,31,1,2009,1,1-11,6,8,2,0,2,99,99,99,0.0,0.142857142857,99,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

782,socnetworks,31,1,2009,1,12-25,6,10,4,0,4,0.75,99,0.75,0.0,0.292870709537,99,0.292870709537,2.0,0.0,2.0,0.0,6.0,0.0,6.0,0.0,0.0,99,0.0,2,0,2,4

783,socnetworks,31,1,2009,1,26-32,7,10,3,0,3,0.0,99,0.0,0.0,0.5,99,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

784,socnetworks,31,1,2009,1,33-39,1,2,2,1,3,99,99,0.0,0.0,1.0,99,0.351351351351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,1,3,3

785,socnetworks,31,1,2009,1,40-51,6,6,3,0,3,0.0,99,0.0,0.0,0.216666666667,99,0.216666666667,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,99,0.0,2,0,2,3

786,socnetworks,31,1,2009,1,52-62,10,13,3,0,3,0.0,99,0.0,0.0,0.104545454545,99,0.104545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

787,socnetworks,31,1,2009,1,63-75,3,7,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

788,socnetworks,31,1,2009,1,76-84,0,0,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

789,socnetworks,31,1,2009,1,85-91,1,2,4,0,4,0.0,99,0.0,0.0,0.622222222222,99,0.622222222222,0.0833333333333,0.0,0.0833333333333,0.0,0.25,0.0,0.25,0.0,1.0,99,1.0,3,0,3,4

790,socnetworks,31,1,2009,1,92-103,8,12,1,3,4,99,0.0,0.0,0.0,99,0.0462519936204,0.0370148856991,0.0,0.0,0.25,1.0,0.0,0.0,0.75,0.75,99,99,0.0,1,3,3,3

791,socnetworks,30,4,2008,10,273-282,2,3,1,2,3,99,99,0.0,0.0,99,0.0379746835443,0.0196026722925,0.0,0.0,0.166666666667,0.5,0.0,0.0,0.333333333333,0.333333333333,99,99,1.0,1,2,2,2

792,socnetworks,30,4,2008,10,283-296,6,13,3,0,3,0.0,99,0.0,0.0,1.0,99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

793,socnetworks,30,4,2008,10,297-308,8,14,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

794,socnetworks,30,4,2008,10,309-317,8,11,3,0,3,0.0,99,0.0,0.0,0.5,99,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

795,socnetworks,30,4,2008,10,318-329,2,3,1,1,2,99,99,99,0.0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

796,socnetworks,30,4,2008,10,330-342,32,54,5,1,6,0.0,99,0.0,0.0,0.276661116661,99,0.221545631801,0.05,0.0,0.0666666666667,0.2,0.2,0.0,0.333333333333,0.166666666667,1.0,99,1.0,4,1,4,5

797,socnetworks,30,3,2008,7,177-189,0,3,3,4,7,0.0,0.0,0.0,0.0,0.666666666667,0.290204678363,0.325869214082,0.0,0.25,0.0714285714286,0.0,0.0,0.75,0.428571428571,0.0,99,0.0,0.0,3,3,6,7

798,socnetworks,30,3,2008,7,190-200,6,7,2,4,6,99,0.0,0.0,0.0,0.147058823529,0.0703022620809,0.069990258124,0.0,0.166666666667,0.2,0.5,0.0,0.5,1.0,0.666666666667,99,1.0,0.333333333333,2,3,4,5

799,socnetworks,30,3,2008,7,201-212,3,7,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

800,socnetworks,30,3,2008,7,213-222,6,14,4,0,4,0.0,99,0.0,0.0,0.611111111111,99,0.611111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,4,0,4,4

801,socnetworks,30,3,2008,7,223-234,4,7,3,0,3,0.0,99,0.0,0.0,1.0,99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

802,socnetworks,30,3,2008,7,235-246,2,3,6,0,6,0.0,99,0.0,0.0,1.0,99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,6,0,6,6

803,socnetworks,30,3,2008,7,247-258,2,2,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

804,socnetworks,30,3,2008,7,259-271,1,2,2,1,3,99,99,0.0,0.0,0.333333333333,99,0.2,0.5,0.0,0.166666666667,0.0,0.5,0.0,0.333333333333,0.0,1.0,99,1.0,1,1,2,3

805,socnetworks,30,2,2008,5,107-126,0,3,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

806,socnetworks,30,2,2008,5,127-135,7,11,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

807,socnetworks,30,2,2008,5,136-145,11,34,1,1,2,99,99,99,0.0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

808,socnetworks,30,2,2008,5,146-158,2,4,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

809,socnetworks,30,2,2008,5,159-176,3,5,4,2,6,0.0,99,0.0,0.0,0.722222222222,0.104166666667,0.386737968324,0.0,1.5,0.2,0.375,0.0,1.5,1.0,0.5,99,0.0,0.5,4,1,4,5

810,socnetworks,30,1,2008,1,1-15,2,3,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

811,socnetworks,30,1,2008,1,16-30,7,19,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

812,socnetworks,30,1,2008,1,31-48,4,33,3,2,5,0.0,99,0.0,0.0,1.0,0.333333333333,0.558333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,2,5,5

813,socnetworks,30,1,2008,1,49-59,1,2,4,4,8,0.0,0.0,0.725,0.302083333333,0.804232804233,0.380458089669,0.507268708612,0.333333333333,0.25,0.446428571429,1.125,1.0,0.75,3.125,2.25,0.0,0.333333333333,0.16,2,2,2,2

814,socnetworks,30,1,2008,1,60-68,3,18,3,0,3,1.0,99,1.0,0.0,0.216666666667,99,0.216666666667,1.66666666667,0.0,1.66666666667,0.0,3.33333333333,0.0,3.33333333333,0.0,0.0,99,0.0,1,0,1,3

815,socnetworks,30,1,2008,1,69-82,1,2,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

816,socnetworks,30,1,2008,1,83-99,1,2,3,0,3,0.0,99,0.0,0.0,1.0,99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

817,socnetworks,29,4,2007,10,469-488,4,10,1,3,4,99,0.0,0.0,0.0,99,0.0685154217763,0.0342577108881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,3,4,4

818,socnetworks,29,4,2007,10,489-507,8,20,2,0,2,99,99,99,0.0,0.0,99,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,99,1.0,1,0,1,2

819,socnetworks,29,4,2007,10,508-526,3,4,1,2,3,99,99,0.0,0.0,99,0.08,0.0266666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,2,3,3

820,socnetworks,29,4,2007,10,527-538,0,1,4,0,4,0.0,99,0.0,0.0,1.0,99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,4,0,4,4

821,socnetworks,29,4,2007,10,539-554,7,19,4,0,4,0.0,99,0.0,0.0,1.0,99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,4,0,4,4

822,socnetworks,29,4,2007,10,555-564,9,35,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

823,socnetworks,29,4,2007,10,565-584,1,2,1,1,2,99,99,99,0.0,99,99,0.0408163265306,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,99,99,1.0,1,1,1,1

824,socnetworks,29,4,2007,10,585-601,0,3,1,4,5,99,0.0,0.0,0.0,99,0.060469101799,0.0410433658413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,4,5,5

825,socnetworks,29,3,2007,7,357-374,3,5,1,1,2,99,99,99,0.0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

826,socnetworks,29,3,2007,7,375-390,2,2,1,1,2,99,99,99,0.0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,1,2,2

827,socnetworks,29,3,2007,7,391-404,2,7,1,0,1,99,99,99,0.0,99,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,1,0,1,1

828,socnetworks,29,3,2007,7,405-429,15,34,3,0,3,0.0,99,0.0,0.0,0.0997150997151,99,0.0997150997151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,3,0,3,3

829,socnetworks,29,3,2007,7,430-461,13,33,2,0,2,99,99,99,0.0,0.0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,99,2,0,2,2

