egoname,author,num_acknowledged,num_authored,indegree,outdegree,total_coauthors,unique_coauthors,citation,z_score,mentor_index,avg_coauth_per_article,log_citation,log_ack,log_coauthor,log_z,ack_sq,N_only_coauth,N_only_ack
Rebecca Casciano,Rebecca Casciano,0,1,0,0,1,1,30.0,-0.025431346310142423,-7.0,1.0,3.4339872044851463,0.0,0.6931471805599453,-0.025760312346846722,0,1.0,0.0
Michael Biggs,Michael Biggs,4,2,6,6,1,1,174.0,-0.30058839225196765,-2.0,0.5,5.1647859739235145,1.6094379124341003,0.6931471805599453,-0.35751585776763406,16,1.0,6.0
Ryan A. Smith,Ryan A. Smith,0,3,0,7,2,1,157.0,-0.29506848102820943,-2.0,0.6666666666666666,5.062595033026967,0.0,0.6931471805599453,-0.34965461709812173,0,1.0,7.0
Rachel Tolbert Kimbro,Rachel Tolbert Kimbro,0,2,0,3,1,1,14.0,-0.040873058682479126,1.0,0.5,2.70805020110221,0.0,0.6931471805599453,-0.04173184443576745,0,1.0,3.0
Erin Ruel,Erin Ruel,0,1,0,0,1,1,23.0,-0.11531664655298356,0.0,1.0,3.1780538303479458,0.0,0.6931471805599453,-0.12252549071252851,0,1.0,0.0
Martin G. Everett,Martin G. Everett,4,2,4,1,2,1,772.0,-0.1629456670826054,-5.0,1.0,6.650279048587422,1.6094379124341003,0.6931471805599453,-0.17786629671967408,16,1.0,1.0
Patrick J. Carr,Patrick J. Carr,0,1,0,1,0,0,78.0,-0.06440143921968547,0.0,0.0,4.3694478524670215,0.0,0.0,-0.06656878255855221,0,0.0,1.0
Matthew P. Zevenbergen,Matthew P. Zevenbergen,1,1,1,2,2,2,78.0,-0.08544280512147442,-4.0,2.0,4.3694478524670215,0.6931471805599453,1.0986122886681098,-0.08931527086685118,1,2.0,2.0
Bobai Li,Bobai Li,3,2,4,4,3,2,85.0,-0.21363566888393706,-3.5,1.5,4.454347296253507,1.3862943611198906,1.0986122886681098,-0.24033506835477725,9,1.0,3.0
Kristi Williams,Kristi Williams,1,6,1,2,15,11,235.0,-0.014144158310558635,3.45454545455,2.5,5.4638318050256105,0.6931471805599453,2.4849066497880004,-0.014245140251643642,1,11.0,2.0
Anne McDaniel,Anne McDaniel,0,1,0,0,2,2,326.0,-0.3082037966329385,-6.5,2.0,5.7899601708972535,0.0,1.0986122886681098,-0.36846387054405366,0,2.0,0.0
Wade M. Cole,Wade M. Cole,2,3,2,8,0,0,151.0,-0.06819794635944963,0.0,0.0,5.0238805208462765,1.0986122886681098,0.0,-0.07063487565193335,4,0.0,8.0
Richard Arum,Richard Arum,12,4,19,14,6,6,224.0,-0.040709775040542406,2.33333333333,1.5,5.41610040220442,2.5649493574615367,1.9459101490553132,-0.0415616169740857,144,6.0,14.0
Jacqueline Hagan,Jacqueline Hagan,3,2,4,1,2,2,34.0,0.16282992936414598,0.5,1.0,3.5553480614894135,1.3862943611198906,1.0986122886681098,0.15085662841859337,9,2.0,1.0
Christine R. Gray,Christine R. Gray,0,1,0,0,4,4,16.0,0.16507698834921022,-0.25,4.0,2.833213344056216,0.0,1.6094379124341003,0.15278716925410774,0,4.0,0.0
Susan E. Jacquet,Susan E. Jacquet,0,1,0,0,1,1,47.0,-0.06435810313877735,-1.0,1.0,3.871201010907891,0.0,0.6931471805599453,-0.06652246453380141,0,1.0,0.0
Robert Bozick,Robert Bozick,0,3,0,7,3,3,243.0,0.45683241787416273,-3.0,1.0,5.497168225293202,0.0,1.3862943611198906,0.3762645019803234,0,1.0,5.0
Ozgecan Kocak,Özgecan Koçak,0,2,0,6,3,3,156.0,-0.2011743260773218,-1.0,1.5,5.056245805348308,0.0,1.3862943611198906,-0.22461253734270623,0,,
Jennifer L. Stephan,Jennifer L. Stephan,0,1,0,5,2,2,39.0,-0.05569106282547068,-1.0,2.0,3.6888794541139363,0.0,1.0986122886681098,-0.057301902419735,0,2.0,5.0
Eliza K. Pavalko,Eliza K. Pavalko,2,2,5,1,3,3,122.0,-0.18237519893830262,0.333333333333,1.5,4.812184355372417,1.0986122886681098,1.3862943611198906,-0.20135172601319176,4,3.0,1.0
Krista M. Perreira,Krista M. Perreira,0,1,0,0,3,3,178.0,-0.09541716346971048,-3.66666666667,3.0,5.187385805840755,0.0,1.3862943611198906,-0.10028139566439304,0,3.0,0.0
Rong Wang,Rong Wang,0,1,0,0,2,2,96.0,0.8722445333090122,-8.0,2.0,4.574710978503383,0.0,1.0986122886681098,0.6271379962921018,0,2.0,0.0
Robert J. Brym,Robert J. Brym,0,2,0,4,2,2,68.0,1.4339236699888576,1.0,1.0,4.23410650459726,0.0,1.0986122886681098,0.8895046341676286,0,2.0,4.0
Susan Haworth Hoeppner,,0,1,0,0,0,0,71.0,0.1070722976938204,0.0,0.0,4.276666119016055,0.0,0.0,0.10171896116376951,0,,
Jennie E. Brand,Jennie E. Brand,0,5,0,6,8,7,155.0,-0.06474920975519807,0.571428571429,1.6,5.049856007249537,0.0,2.0794415416798357,-0.06694056079855615,0,7.0,6.0
Sarah Mustillo,Sarah Mustillo,0,1,0,2,2,2,47.0,-0.22987330675790796,-2.0,2.0,3.871201010907891,0.0,1.0986122886681098,-0.2612002409910405,0,2.0,2.0
Matthew E. Brashears,Matthew E. Brashears,0,3,0,12,5,3,774.0,-0.02305515280467862,-1.0,1.6666666666666667,6.652863029353347,0.0,1.3862943611198906,-0.02332507971464368,0,1.0,10.0
Solon Simmons,Solon Simmons,1,1,1,0,1,1,25.0,0.11313128222554572,-4.0,1.0,3.258096538021482,0.6931471805599453,0.6931471805599453,0.10717701881951441,1,1.0,0.0
Amy Armenia,Amy Armenia,3,1,3,0,1,1,15.0,-0.09422678119031891,-5.0,1.0,2.772588722239781,1.3862943611198906,0.6931471805599453,-0.09896631463661618,9,1.0,0.0
Gordon E. Finley,Gordon E. Finley,0,1,0,0,1,1,61.0,-0.06339711679482146,-1.0,1.0,4.127134385045092,0.0,0.6931471805599453,-0.06549590386333762,0,1.0,0.0
Rekha Mirchandani,Rekha Mirchandani,0,1,0,0,0,0,12.0,0.02622390924707618,0.0,0.0,2.5649493574615367,0.0,0.0,0.025885958072357565,0,,
Gbemisola Adejumo,Gbemisola Adejumo,0,1,0,0,2,2,14.0,-0.0025001812509817365,0.0,2.0,2.70805020110221,0.0,1.0986122886681098,-0.002503311923379887,0,2.0,0.0
Paul DiMaggio,Paul DiMaggio,35,2,50,7,4,4,711.0,1.2209465481890553,0.25,2.0,6.568077911411976,3.58351893845611,1.6094379124341003,0.7979334780711579,1225,3.0,6.0
Bruce Keith,Bruce Keith,1,1,2,0,3,3,38.0,-0.23986096383213185,-0.333333333333,3.0,3.6635616461296463,0.6931471805599453,1.3862943611198906,-0.2742539201075247,1,3.0,0.0
Jukka Pekka Onnela,,0,1,0,0,5,5,73.0,-0.05237738811166462,0.0,5.0,4.30406509320417,0.0,1.791759469228055,-0.053798944710851775,0,,
David Elesh,David Elesh,2,1,5,0,0,0,1.0,-0.027180227326876208,0.0,0.0,0.6931471805599453,1.0986122886681098,0.0,-0.027556442449324224,4,,
Mary Pattillo,Mary Pattillo,2,2,5,7,1,1,158.0,-0.07494965123014292,1.0,0.5,5.0689042022202315,1.0986122886681098,0.6931471805599453,-0.07790711184848238,4,1.0,7.0
Phillips Cutright,Phillips Cutright,0,4,0,4,1,1,89.0,-0.0909848944638883,0.0,0.25,4.499809670330265,0.0,0.6931471805599453,-0.0953935671912335,0,1.0,4.0
Erika Summers Effler,,0,1,0,1,0,0,84.0,0.005369706726975574,0.0,0.0,4.442651256490317,0.0,0.0,0.005355341254445679,0,,
John M. Gottman,John M. Gottman,0,3,0,0,5,5,59.0,0.7715846382122716,0.8,1.6666666666666667,4.0943445622221,0.0,1.791759469228055,0.5718744218915105,0,5.0,0.0
Heejeong Choi,Heejeong Choi,0,2,0,1,3,2,222.0,-0.04678684229369118,0.0,1.5,5.407171771460119,0.0,1.0986122886681098,-0.047916730132395766,0,2.0,1.0
Michelle Poulin,Michelle Poulin,0,1,0,1,2,2,51.0,-0.10504828098178874,0.0,2.0,3.9512437185814275,0.0,1.0986122886681098,-0.11098550739342686,0,2.0,1.0
Richard Spano,Richard Spano,0,1,0,1,0,0,28.0,0.01323342869189178,0.0,0.0,3.367295829986474,0.0,0.0,0.01314663178301087,0,0.0,1.0
Lorena Lopez Gonzalez,,0,1,0,0,2,2,88.0,-0.6542010224928552,-0.5,2.0,4.48863636973214,0.0,1.0986122886681098,-1.0618976626281664,0,,
Jason Owen Smith,,6,2,10,20,3,3,78.0,0.012610556378196702,0.0,1.5,4.3694478524670215,1.9459101490553132,1.3862943611198906,0.012531705522239632,36,,
Richard York,Richard York,2,3,3,1,2,2,287.0,-0.14842574998124555,2.0,0.6666666666666666,5.662960480135946,1.0986122886681098,1.0986122886681098,-0.1606685835985064,4,2.0,1.0
William Mangino,William Mangino,0,1,0,4,0,0,11.0,-0.009655413911258,0.0,0.0,2.4849066497880004,0.0,0.0,-0.009702329658377331,0,0.0,4.0
David Thacher,David Thacher,1,1,1,2,0,0,40.0,0.21208216058791254,0.0,0.0,3.713572066704308,0.6931471805599453,0.0,0.19233967461348864,1,0.0,2.0
Rebecca Goolsby,Rebecca Goolsby,0,1,0,0,0,0,2.0,3.648650877613926,0.0,0.0,1.0986122886681098,0.0,0.0,1.5365770436558304,0,,
Iris Revach,Iris Revach,0,1,0,0,3,3,2.0,-0.0025001812509817365,0.0,3.0,1.0986122886681098,0.0,1.3862943611198906,-0.002503311923379887,0,3.0,0.0
Deborah J. Jones,Deborah J. Jones,0,2,0,0,6,3,69.0,-0.04353211194883433,-2.0,3.0,4.248495242049359,0.0,1.3862943611198906,-0.04450806301127342,0,3.0,0.0
Peter S. Jensen,Peter S. Jensen,0,1,0,0,0,0,12.0,-0.02146670212555479,0.0,0.0,2.5649493574615367,0.0,0.0,-0.02170046321611047,0,,
Jaap Dronkers,Jaap Dronkers,1,2,3,4,4,4,89.0,-0.14035019922677788,-0.5,2.0,4.499809670330265,0.6931471805599453,1.6094379124341003,-0.15123018106967004,1,4.0,4.0
Lincoln Quillian,Lincoln Quillian,5,6,9,13,3,2,760.0,-0.18207470881777818,2.5,0.5,6.634633357861686,1.791759469228055,1.0986122886681098,-0.20098427762340487,25,1.0,12.0
Pamela Herd,Pamela Herd,1,1,1,0,0,0,20.0,0.03592073231487888,0.0,0.0,3.044522437723423,0.6931471805599453,0.0,0.035290627700430004,1,,
Kai J. Jonas,Kai J. Jonas,0,1,0,0,1,1,6.0,-0.01452613044177334,-2.0,1.0,1.9459101490553132,0.0,0.6931471805599453,-0.01463266764882699,0,1.0,0.0
Lynn Smith Lovin,,10,6,16,21,11,8,817.0,0.03427703539256925,2.625,1.8333333333333333,6.706862336602747,2.3978952727983707,2.1972245773362196,0.03370266611207569,100,,
Lala Carr Steelman,Lala Carr Steelman,2,4,3,10,8,7,315.0,-0.12956621296341006,2.14285714286,2.0,5.755742213586912,1.0986122886681098,2.0794415416798357,-0.13876358580688666,4,6.0,9.0
Stephanie Ellen Byrd,Stephanie Ellen Byrd,0,1,0,1,0,0,15.0,-0.008579169815413906,0.0,0.0,2.772588722239781,0.0,0.0,-0.008616182738250863,0,0.0,1.0
Jennifer S. Silk,Jennifer S. Silk,0,1,0,0,3,3,207.0,0.06910925113123335,0.0,3.0,5.337538079701318,0.0,1.3862943611198906,0.06682582619530766,0,3.0,0.0
Cheryl Elman,Cheryl Elman,1,4,1,4,3,2,134.0,-0.034654150028458036,1.0,0.75,4.90527477843843,0.6931471805599453,1.0986122886681098,-0.03526884809795832,1,2.0,4.0
Elizabeth Frankenberg,Elizabeth Frankenberg,3,1,5,0,2,2,87.0,-0.3859238556100784,0.0,2.0,4.477336814478207,1.3862943611198906,1.0986122886681098,-0.487636344859686,9,2.0,0.0
Mikko Kivela,Mikko Kivelä,0,1,0,0,5,5,73.0,-0.05237738811166462,0.0,5.0,4.30406509320417,0.0,1.791759469228055,-0.053798944710851775,0,,
Carter T. Butts,Carter T. Butts,6,8,13,12,2,2,361.0,-0.038992258640050965,7.0,0.25,5.8916442118257715,1.9459101490553132,1.0986122886681098,-0.03977281451884889,36,2.0,12.0
Jieli Li,Jieli Li,0,1,0,1,0,0,10.0,0.04019073109431369,0.0,0.0,2.3978952727983707,0.0,0.0,0.03940409162141613,0,0.0,1.0
Alan C. Kerckhoff,Alan C. Kerckhoff,1,4,2,2,2,2,22.0,0.10305871084174165,1.0,0.5,3.1354942159291497,0.6931471805599453,1.0986122886681098,0.09808696717912356,1,1.0,1.0
Kevin R. Bush,Kevin R. Bush,0,1,0,3,1,1,85.0,0.11651205199925536,-1.0,1.0,4.454347296253507,0.0,0.6931471805599453,0.11020958668608134,0,1.0,3.0
Michael Goldman,Michael Goldman,0,1,0,0,1,1,92.0,-0.04601650057434707,-1.0,1.0,4.532599493153256,0.0,0.6931471805599453,-0.04710890388295674,0,1.0,0.0
Rebecca Reddick,Rebecca Reddick,0,1,0,0,2,2,22.0,-0.041031676275777175,0.0,2.0,3.1354942159291497,0.0,1.0986122886681098,-0.041897235171619314,0,2.0,0.0
Berit Ingersoll Dayton,,1,1,1,1,3,3,58.0,-0.28296569554926226,-0.333333333333,3.0,4.07753744390572,0.6931471805599453,1.3862943611198906,-0.3326315951047962,1,,
George Loizou,George Loizou,0,1,0,0,2,2,20.0,-0.035199274796682334,0.0,2.0,3.044522437723423,0.0,1.0986122886681098,-0.03583370134768505,0,2.0,0.0
Marco Gonzalez,Marco Gonzalez,1,1,1,1,4,4,363.0,-0.13005722492137434,-2.5,4.0,5.8971538676367405,0.6931471805599453,1.6094379124341003,-0.13932784526852324,1,4.0,1.0
Judith A. Seltzer,Judith A. Seltzer,17,6,21,15,9,9,175.0,0.02217334328829819,2.33333333333,1.5,5.170483995038151,2.8903717578961645,2.302585092994046,0.021931089227133268,289,6.0,12.0
Albert Bergesen,Albert Bergesen,5,4,8,1,3,3,81.0,0.1707524921073077,1.66666666667,0.75,4.406719247264253,1.791759469228055,1.3862943611198906,0.1576466977209805,25,3.0,1.0
Javier Auyero,Javier Auyero,1,2,1,4,2,2,91.0,0.1470806224392695,0.5,1.0,4.5217885770490405,0.6931471805599453,1.0986122886681098,0.13722012551073262,1,2.0,4.0
Shannon N. Davis,Shannon N. Davis,1,3,1,0,2,1,480.0,-0.8623299554029077,-2.0,0.6666666666666666,6.175867270105761,0.6931471805599453,0.6931471805599453,-1.9828954379653583,1,1.0,0.0
Scott M. Stanley,Scott M. Stanley,1,4,2,0,9,6,192.0,-0.1833734244940885,1.5,2.25,5.262690188904886,0.6931471805599453,1.9459101490553132,-0.20257335653373854,1,6.0,0.0
Mario Diani,Mario Diani,2,1,3,6,1,1,95.0,-0.0480360788105189,-2.0,1.0,4.564348191467836,1.0986122886681098,0.6931471805599453,-0.04922814281912461,4,1.0,6.0
Pavel Osinsky,Pavel Osinsky,1,1,2,3,1,1,47.0,0.000376388126436541,-1.0,1.0,3.871201010907891,0.6931471805599453,0.6931471805599453,0.0003763173101947176,1,1.0,3.0
Andres Villarreal,Andrés Villarreal,0,1,0,2,0,0,145.0,0.022354712219192663,0.0,0.0,4.983606621708336,0.0,0.0,0.022108508099798436,0,,
Loren Demerath,Loren Demerath,0,1,0,1,0,0,8.0,0.0020889631002862876,0.0,0.0,2.1972245773362196,0.0,0.0,0.0020867842506990674,0,0.0,1.0
Paul Philippe Pare,,0,1,0,0,1,1,29.0,0.014833226641540492,-4.0,1.0,3.4011973816621555,0.0,0.6931471805599453,0.014724290266046552,0,,
Mieke Jansen,Mieke Jansen,0,1,0,0,2,2,29.0,-0.3998052339945225,0.0,2.0,3.4011973816621555,0.0,1.0986122886681098,-0.5105010664312918,0,2.0,0.0
Ronald C. Wimberley,Ronald C. Wimberley,0,1,0,0,0,0,7.0,1.514434880975265,0.0,0.0,2.0794415416798357,0.0,0.0,0.9220480788895935,0,,
Ming Ming Chiu,Ming Ming Chiu,0,2,0,1,2,2,20.0,-0.026049199912510257,0.5,1.0,3.044522437723423,0.0,1.0986122886681098,-0.026394489872636883,0,2.0,1.0
Michal Grinstein Weiss,,0,1,0,0,2,2,25.0,-0.1854163934337999,-0.5,2.0,3.258096538021482,0.0,1.0986122886681098,-0.2050782084900899,0,,
Clayton Mosher,Clayton Mosher,2,1,3,0,1,1,22.0,1.9945382432110381,-1.0,1.0,3.1354942159291497,1.0986122886681098,0.6931471805599453,1.0967900437916187,4,1.0,0.0
S. Kef,S. Kef,0,1,0,0,2,2,35.0,-0.030081901089486728,0.0,2.0,3.58351893845611,0.0,1.0986122886681098,-0.03054364516234183,0,2.0,0.0
Robert V. Robinson,Robert V. Robinson,13,4,14,14,3,2,211.0,-0.16639387504312206,2.5,0.75,5.356586274672012,2.6390573296152584,1.0986122886681098,-0.18199426041300557,169,0.0,12.0
Manuel Barrera,Manuel Barrera,0,1,0,2,3,3,26.0,-0.019357541858539388,0.0,3.0,3.295836866004329,0.0,1.3862943611198906,-0.01954735257725363,0,3.0,2.0
Linda M. Chatters,Linda M. Chatters,0,1,0,0,2,2,91.0,0.028678423248235073,-0.5,2.0,4.5217885770490405,0.0,1.0986122886681098,0.028274894159171348,0,2.0,0.0
Carey E. Cooper,Carey E. Cooper,1,1,3,1,3,3,169.0,-0.17028917390813178,-6.33333333333,3.0,5.135798437050262,0.6931471805599453,1.3862943611198906,-0.18667804119662887,1,3.0,1.0
Gerbert Kraaykamp,Gerbert Kraaykamp,1,6,1,6,6,6,70.0,-0.1732200712930283,2.16666666667,1.0,4.2626798770413155,0.6931471805599453,1.9459101490553132,-0.19021672734367762,1,5.0,5.0
Satoshi Kanazawa,Satoshi Kanazawa,5,5,7,3,2,2,132.0,-0.18165999159673601,4.0,0.4,4.890349128221754,1.791759469228055,1.0986122886681098,-0.20047737054662762,25,2.0,3.0
W. Russell Neuman,W. Russell Neuman,0,1,0,1,3,3,711.0,1.2209465481890553,-1.0,3.0,6.568077911411976,0.0,1.3862943611198906,0.7979334780711579,0,3.0,1.0
Markus Gangl,Markus Gangl,1,3,0,5,1,1,169.0,-0.22019511552365356,-7.0,0.3333333333333333,5.135798437050262,0.6931471805599453,0.6931471805599453,-0.24871153869800414,1,0.0,4.0
Ellen Efron Pimentel,Ellen Efron Pimentel,0,2,0,5,1,1,105.0,0.34291225450335394,1.0,0.5,4.663439094112067,0.0,0.6931471805599453,0.294840579966107,0,1.0,5.0
Ruud Hendrickx,Ruud Hendrickx,0,1,0,0,3,3,1.0,-0.008826338183799087,-0.666666666667,3.0,0.6931471805599453,0.0,1.3862943611198906,-0.008865521037800231,0,3.0,0.0
Ross D. Parke,Ross D. Parke,0,2,0,1,7,6,48.0,-0.011905039086282833,0.666666666667,3.5,3.8918202981106265,0.0,1.9459101490553132,-0.011976471567812362,0,6.0,1.0
Brent Simpson,Brent Simpson,4,6,8,6,6,6,44.0,-0.03632063114188962,4.16666666667,1.0,3.8066624897703196,1.6094379124341003,1.9459101490553132,-0.03699664461584811,16,3.0,3.0
Germa Coenders,Germà Coenders,0,3,0,4,7,5,59.0,-0.04002939456222771,0.6,2.3333333333333335,4.0943445622221,0.0,1.791759469228055,-0.04085261432469042,0,,
Brian J. Grim,Brian J. Grim,0,1,0,6,1,1,70.0,0.04706805280950595,-2.0,1.0,4.2626798770413155,0.0,0.6931471805599453,0.0459939276839649,0,1.0,6.0
Calvin Morrill,Calvin Morrill,10,1,15,6,2,2,90.0,-0.15023157281413674,-3.5,2.0,4.51085950651685,2.3978952727983707,1.0986122886681098,-0.16279140522078014,100,2.0,6.0
Chanya Sethaput,Chanya Sethaput,0,1,0,6,3,3,21.0,-0.036227986482248724,-2.0,3.0,3.091042453358316,0.0,1.3862943611198906,-0.0369005128425029,0,3.0,6.0
Josee Johnston,Josée Johnston,0,1,0,0,1,1,187.0,-0.45135973070822205,-2.0,1.0,5.236441962829949,0.0,0.6931471805599453,-0.6003122994325315,0,,
Gina Lai,Gina Lai,1,3,1,0,3,3,89.0,-0.056476643108670524,2.0,1.0,4.499809670330265,0.6931471805599453,1.3862943611198906,-0.05813415889825124,1,3.0,0.0
Hyung Min Kim,Hyung Min Kim,0,1,0,2,2,2,8.0,0.003409713779921609,-0.5,2.0,2.1972245773362196,0.0,1.0986122886681098,0.0034039138861369513,0,2.0,2.0
Julia McQuillan,Julia McQuillan,2,3,6,4,6,6,10.0,0.011123516729851853,1.33333333333,2.0,2.3978952727983707,1.0986122886681098,1.9459101490553132,0.011062105404577886,4,4.0,2.0
Patricia Voydanoff,Patricia Voydanoff,0,3,0,0,0,0,623.0,-0.9694014920058358,0.0,0.0,6.436150368369428,0.0,0.0,-3.4868040295731766,0,,
Chad Alan Goldberg,Чад Алан Голдберг,1,3,1,5,0,0,26.0,0.061599675404686596,0.0,0.0,3.295836866004329,0.6931471805599453,0.0,0.059776898275345415,1,,
Elizabeth A. Sharp,Elizabeth A. Sharp,0,1,0,3,1,1,31.0,-0.17185461958064313,-3.0,1.0,3.4657359027997265,0.0,0.6931471805599453,-0.18856655979266496,0,1.0,3.0
Frederick O. Lorenz,Frederick O. Lorenz,0,5,0,0,14,12,51.0,-0.027340251126355703,2.91666666667,2.8,3.9512437185814275,0.0,2.5649493574615367,-0.02772095078577092,0,12.0,0.0
C. Matthew Snipp,C. Matthew Snipp,2,1,2,1,0,0,78.0,0.40272846765891046,0.0,0.0,4.3694478524670215,1.0986122886681098,0.0,0.33841924543946084,4,0.0,1.0
E. Michael Foster,E. Michael Foster,0,1,0,1,3,3,181.0,-0.1500124057154031,0.0,3.0,5.204006687076795,0.0,1.3862943611198906,-0.16253352456358014,0,3.0,1.0
Elizabeth L. Malone,Elizabeth L. Malone,0,1,0,0,1,1,8.0,0.03132575500464301,0.0,1.0,2.1972245773362196,0.0,0.6931471805599453,0.030845115367185916,0,1.0,0.0
Steven C. Martino,Steven C. Martino,0,1,0,0,2,2,26.0,-0.012556265992795497,0.0,2.0,3.295836866004329,0.0,1.0986122886681098,-0.012635762050732992,0,2.0,0.0
Peggy Levitt,Peggy Levitt,0,1,0,0,1,1,413.0,-0.6307342673837399,0.0,1.0,6.025865973825314,0.0,0.6931471805599453,-0.9962387515283725,0,1.0,0.0
Anne E. Lincoln,Anne E. Lincoln,0,2,0,0,1,1,116.0,-0.359579505508464,0.0,0.5,4.762173934797756,0.0,0.6931471805599453,-0.4456302957302769,0,1.0,0.0
Brian Starks,Brian Starks,0,1,0,0,1,1,16.0,-0.26624622636416984,-5.0,1.0,2.833213344056216,0.0,0.6931471805599453,-0.3095817649081424,0,1.0,0.0
Katherine Meyer,Katherine Meyer,2,1,3,2,1,1,142.0,1.0745397152427858,0.0,1.0,4.962844630259907,1.0986122886681098,0.6931471805599453,0.7297393050967034,4,1.0,2.0
Christina W. Hoven,Christina W. Hoven,0,1,0,0,0,0,12.0,-0.02146670212555479,0.0,0.0,2.5649493574615367,0.0,0.0,-0.02170046321611047,0,,
Lynn M. Mulkey,Lynn M. Mulkey,0,1,0,1,3,3,17.0,-0.07104828711881152,-1.0,3.0,2.8903717578961645,0.0,1.3862943611198906,-0.07369851904211706,0,3.0,1.0
Jaak Billiet,Jaak Billiet,0,1,0,1,2,2,211.0,-0.42694718583847363,-0.5,2.0,5.356586274672012,0.0,1.0986122886681098,-0.5567773952033475,0,2.0,1.0
Angela D. Weaver,Angela D. Weaver,0,1,0,0,2,2,64.0,-0.42037758567597683,0.0,2.0,4.174387269895637,0.0,1.0986122886681098,-0.5453783972267238,0,2.0,0.0
Eric Grodsky,Eric Grodsky,16,6,27,14,9,8,131.0,0.1788446160813751,2.125,1.5,4.882801922586371,2.833213344056216,2.1972245773362196,0.16453481989384358,256,7.0,13.0
Frits van Wel,Frits van Wel,0,2,0,0,4,3,32.0,-0.25435633706732813,0.666666666667,2.0,3.4965075614664802,0.0,1.3862943611198906,-0.293507456525115,0,3.0,0.0
Paul Kamolnick,Paul Kamolnick,0,1,0,1,0,0,3.0,0.004695708915194599,0.0,0.0,1.3862943611198906,0.0,0.0,0.004684718465957299,0,0.0,1.0
John Knodel,John Knodel,0,1,0,0,3,3,17.0,0.00481631042636246,-1.0,3.0,2.8903717578961645,0.0,1.3862943611198906,0.004804749110364366,0,3.0,0.0
Dawn M. Upchurch,Dawn M. Upchurch,1,1,1,0,3,3,72.0,2.878966243415654,-0.333333333333,3.0,4.290459441148391,0.6931471805599453,1.3862943611198906,1.3555686860264744,1,3.0,0.0
Lars Christiansen,Lars Christiansen,0,1,0,0,1,1,46.0,-0.657649876934598,-3.0,1.0,3.8501476017100584,0.0,0.6931471805599453,-1.0719213139426542,0,1.0,0.0
Karl Dieter Opp,,3,1,3,1,0,0,13.0,0.015388921361688844,0.0,0.0,2.6390573296152584,1.3862943611198906,0.0,0.015271712856793131,9,,
Kathryn M. Pfeiffer,Kathryn M. Pfeiffer,0,2,0,1,3,3,62.0,-0.0491889923183341,-0.333333333333,1.5,4.143134726391533,0.0,1.3862943611198906,-0.05043996627907373,0,3.0,1.0
Lars Osberg,Lars Osberg,0,1,0,0,1,1,153.0,-0.2797936763186381,-1.0,1.0,5.0369526024136295,0.0,0.6931471805599453,-0.3282175473541441,0,1.0,0.0
Prema Kurien,Prema Kurien,2,1,3,1,0,0,20.0,1.2702602230716398,0.0,0.0,3.044522437723423,1.0986122886681098,0.0,0.8198944606375187,4,0.0,1.0
Timothy J. Haney,Timothy J. Haney,0,1,0,1,0,0,46.0,-0.029740943064073468,0.0,0.0,3.8501476017100584,0.0,0.0,-0.03019217413517736,0,0.0,1.0
Wei Jun Jean Yeung,,0,1,0,1,1,1,544.0,1.2353333950171956,-1.0,1.0,6.300785794663244,0.0,0.6931471805599453,0.8043903869708546,0,,
Yang Yang,Yang Yang,0,6,0,4,5,4,777.0,-0.2852508711482285,3.25,0.8333333333333334,6.656726524178391,0.0,1.6094379124341003,-0.3358236665957486,0,3.0,3.0
Sara Raley,Sara Raley,1,5,3,4,9,5,565.0,0.10461436494678661,0.4,1.8,6.338594078203183,0.6931471805599453,1.791759469228055,0.09949628305980238,1,5.0,4.0
Joane Nagel,Joane Nagel,1,1,1,1,0,0,69.0,0.13141787124151844,0.0,0.0,4.248495242049359,0.6931471805599453,0.0,0.12347159949026956,1,0.0,1.0
Radha Jagannathan,Radha Jagannathan,0,1,0,1,1,1,17.0,-0.1858355204818686,0.0,1.0,2.8903717578961645,0.0,0.6931471805599453,-0.205592870101546,0,1.0,1.0
Kelly Besecke,Kelly Besecke,0,1,0,3,0,0,20.0,0.07292265752368962,0.0,0.0,3.044522437723423,0.0,0.0,0.07038638045761071,0,0.0,3.0
Peter A. Gloor,Peter A. Gloor,0,1,0,0,1,1,11.0,0.01657644714397116,0.0,1.0,2.4849066497880004,0.0,0.6931471805599453,0.016440557499411455,0,1.0,0.0
Amy M. Smith Slep,Amy M. Smith Slep,0,2,0,0,2,1,30.0,-0.1670808138559674,-1.0,1.0,3.4339872044851463,0.0,0.6931471805599453,-0.18281865695493013,0,1.0,0.0
Fabian T. Pfeffer,Fabian T. Pfeffer,0,1,0,3,1,1,54.0,-0.2726882493189396,-1.0,1.0,4.007333185232471,0.0,0.6931471805599453,-0.3184000753715719,0,1.0,3.0
Diane M. Morrison,Diane M. Morrison,0,2,0,0,6,5,5.0,0.05710799071927094,0.8,3.0,1.791759469228055,0.0,1.791759469228055,0.05553686885885982,0,5.0,0.0
Alan Booth,Alan Booth,34,10,40,17,22,15,732.0,-0.06294536087231305,4.4,2.2,6.597145701886651,3.5553480614894135,2.772588722239781,-0.0650136856074634,1156,10.0,12.0
Krista J. Gile,Krista J. Gile,0,1,0,0,2,2,95.0,-0.35710520063517287,-3.5,2.0,4.564348191467836,0.0,1.0986122886681098,-0.4417741772048613,0,2.0,0.0
